order_id,order_date,category,product_name,region,unit_price,quantity,total_sales,customer_age,discount_applied,discount_amount,final_sales
42,2023-01-06,Clothing,Sneakers,West,30,4,120,44,0.0,0.0,120.0
43,2023-01-06,Books,Tech Manual,Central,45,1,45,25,0.0,0.0,45.0
44,2023-01-06,Electronics,Headphones,North,555,4,2220,24,0.0,0.0,2220.0
45,2023-01-06,Electronics,Laptop,East,822,3,2466,26,0.2,493.20000000000005,1972.8
46,2023-01-06,Home,Bookshelf,West,136,5,680,25,0.0,0.0,680.0
47,2023-01-06,Books,Tech Manual,West,34,5,170,40,0.0,0.0,170.0
48,2023-01-06,Clothing,Hat,Central,196,1,196,66,0.05,9.8,186.2
49,2023-01-06,Home,Coffee Maker,West,148,2,296,51,0.0,0.0,296.0
50,2023-01-06,Home,Vacuum,West,72,2,144,34,0.0,0.0,144.0
51,2023-01-06,Home,Lamp,East,189,1,189,38,0.0,0.0,189.0
52,2023-01-07,Electronics,Smart Watch,South,1599,5,7995,34,0.2,1599.0,6396.0
53,2023-01-08,Clothing,Jacket,North,77,4,308,23,0.2,61.6,246.4
54,2023-01-08,Electronics,Laptop,North,1759,3,5277,64,0.0,0.0,5277.0
55,2023-01-08,Clothing,Jacket,East,32,1,32,62,0.1,3.2,28.8
56,2023-01-08,Home,Bookshelf,West,354,3,1062,32,0.1,106.2,955.8
57,2023-01-08,Electronics,Tablet,West,1512,4,6048,50,0.05,302.40000000000003,5745.6
58,2023-01-08,Home,Coffee Maker,Central,209,4,836,58,0.0,0.0,836.0
59,2023-01-08,Books,Cookbook,East,29,3,87,56,0.0,0.0,87.0
60,2023-01-08,Electronics,Smartphone,West,1267,5,6335,49,0.0,0.0,6335.0
61,2023-01-08,Electronics,Laptop,East,1646,4,6584,48,0.1,658.4000000000001,5925.6
62,2023-01-08,Books,Science Book,West,49,1,49,45,0.0,0.0,49.0
63,2023-01-09,Books,Biography,West,31,1,31,20,0.0,0.0,31.0
64,2023-01-09,Books,Tech Manual,North,48,3,144,64,0.0,0.0,144.0
65,2023-01-09,Books,Cookbook,East,21,4,84,67,0.0,0.0,84.0
66,2023-01-09,Clothing,Hat,North,134,4,536,56,0.1,53.6,482.4
67,2023-01-09,Books,Tech Manual,West,26,1,26,30,0.0,0.0,26.0
68,2023-01-10,Electronics,Smartphone,West,1549,3,4647,60,0.0,0.0,4647.0
69,2023-01-10,Electronics,Tablet,South,602,3,1806,46,0.0,0.0,1806.0
70,2023-01-10,Home,Bookshelf,South,348,4,1392,51,0.0,0.0,1392.0
71,2023-01-10,Home,Lamp,East,51,3,153,53,0.0,0.0,153.0
72,2023-01-11,Clothing,Sneakers,North,113,4,452,36,0.0,0.0,452.0
73,2023-01-11,Books,Fiction Novel,East,27,5,135,33,0.0,0.0,135.0
74,2023-01-11,Books,Biography,South,18,4,72,30,0.0,0.0,72.0
75,2023-01-12,Electronics,Headphones,Central,476,5,2380,50,0.0,0.0,2380.0
76,2023-01-12,Electronics,Smart Watch,South,1113,5,5565,49,0.0,0.0,5565.0
77,2023-01-12,Electronics,Laptop,East,994,1,994,34,0.0,0.0,994.0
78,2023-01-12,Electronics,Tablet,South,1408,5,7040,70,0.0,0.0,7040.0
79,2023-01-12,Books,Biography,West,37,1,37,21,0.15,5.55,31.45
80,2023-01-12,Home,Vacuum,East,364,2,728,31,0.0,0.0,728.0
81,2023-01-12,Electronics,Headphones,Central,1483,5,7415,24,0.0,0.0,7415.0
82,2023-01-12,Electronics,Smart Watch,North,454,2,908,55,0.05,45.400000000000006,862.6
83,2023-01-12,Electronics,Smart Watch,South,935,5,4675,40,0.15,701.25,3973.75
84,2023-01-12,Clothing,Jeans,North,198,4,792,59,0.0,0.0,792.0
85,2023-01-12,Books,Science Book,East,19,5,95,30,0.1,9.5,85.5
86,2023-01-13,Clothing,Sneakers,West,197,4,788,28,0.0,0.0,788.0
87,2023-01-13,Clothing,Jacket,South,76,4,304,64,0.0,0.0,304.0
88,2023-01-13,Electronics,Smartphone,South,1344,2,2688,70,0.2,537.6,2150.4
89,2023-01-13,Home,Bookshelf,West,337,4,1348,25,0.0,0.0,1348.0
90,2023-01-13,Books,Tech Manual,South,27,2,54,56,0.15,8.1,45.9
91,2023-01-13,Books,Cookbook,South,11,1,11,25,0.0,0.0,11.0
92,2023-01-14,Books,Tech Manual,Central,47,4,188,38,0.0,0.0,188.0
93,2023-01-15,Clothing,Jeans,West,61,1,61,41,0.0,0.0,61.0
94,2023-01-15,Clothing,Sneakers,West,195,1,195,18,0.15,29.25,165.75
95,2023-01-15,Electronics,Smartphone,West,1263,1,1263,32,0.1,126.30000000000001,1136.7
96,2023-01-15,Home,Bookshelf,South,99,3,297,24,0.0,0.0,297.0
97,2023-01-15,Home,Lamp,Central,354,4,1416,65,0.0,0.0,1416.0
98,2023-01-15,Clothing,Sneakers,Central,24,1,24,67,0.0,0.0,24.0
99,2023-01-15,Clothing,Hat,Central,79,2,158,43,0.0,0.0,158.0
100,2023-01-15,Home,Bookshelf,South,249,4,996,39,0.0,0.0,996.0
101,2023-01-15,Books,Cookbook,Central,29,5,145,49,0.0,0.0,145.0
102,2023-01-15,Clothing,Jacket,North,130,3,390,55,0.0,0.0,390.0
103,2023-01-15,Books,Fiction Novel,West,23,5,115,47,0.0,0.0,115.0
104,2023-01-16,Home,Vacuum,North,150,1,150,22,0.0,0.0,150.0
105,2023-01-16,Home,Desk Chair,North,325,3,975,26,0.0,0.0,975.0
106,2023-01-16,Books,Biography,East,48,4,192,70,0.0,0.0,192.0
107,2023-01-16,Books,Fiction Novel,North,14,2,28,68,0.1,2.8000000000000003,25.2
108,2023-01-16,Home,Desk Chair,East,477,4,1908,60,0.0,0.0,1908.0
109,2023-01-16,Electronics,Smart Watch,South,1000,1,1000,49,0.0,0.0,1000.0
110,2023-01-16,Clothing,T-Shirt,South,178,5,890,44,0.0,0.0,890.0
111,2023-01-16,Home,Lamp,North,491,1,491,35,0.0,0.0,491.0
112,2023-01-16,Clothing,T-Shirt,North,169,1,169,20,0.0,0.0,169.0
113,2023-01-16,Home,Bookshelf,South,488,2,976,27,0.0,0.0,976.0
114,2023-01-16,Clothing,Sneakers,North,102,5,510,69,0.0,0.0,510.0
115,2023-01-17,Books,Fiction Novel,West,14,5,70,54,0.0,0.0,70.0
116,2023-01-17,Books,Cookbook,Central,49,2,98,28,0.1,9.8,88.2
117,2023-01-17,Clothing,Hat,West,65,1,65,21,0.0,0.0,65.0
118,2023-01-17,Electronics,Laptop,South,459,3,1377,23,0.0,0.0,1377.0
119,2023-01-17,Books,Tech Manual,Central,46,1,46,39,0.0,0.0,46.0
120,2023-01-17,Books,Fiction Novel,South,17,2,34,59,0.1,3.4000000000000004,30.6
121,2023-01-17,Books,Science Book,Central,48,5,240,50,0.0,0.0,240.0
122,2023-01-17,Clothing,Sneakers,North,57,4,228,38,0.0,0.0,228.0
123,2023-01-18,Books,Fiction Novel,North,46,1,46,49,0.0,0.0,46.0
124,2023-01-18,Books,Cookbook,Central,31,3,93,18,0.05,4.65,88.35
125,2023-01-18,Books,Biography,South,48,1,48,43,0.0,0.0,48.0
126,2023-01-18,Books,Science Book,West,23,5,115,37,0.05,5.75,109.25
127,2023-01-18,Home,Vacuum,West,188,1,188,37,0.0,0.0,188.0
128,2023-01-18,Electronics,Tablet,Central,1302,3,3906,39,0.0,0.0,3906.0
129,2023-01-18,Home,Bookshelf,East,127,5,635,26,0.0,0.0,635.0
130,2023-01-18,Electronics,Tablet,West,1535,4,6140,52,0.0,0.0,6140.0
131,2023-01-18,Electronics,Tablet,East,965,4,3860,62,0.0,0.0,3860.0
132,2023-01-18,Electronics,Smartphone,South,499,3,1497,49,0.1,149.70000000000002,1347.3
133,2023-01-18,Clothing,Jeans,East,88,1,88,36,0.0,0.0,88.0
134,2023-01-18,Clothing,Jeans,Central,43,4,172,43,0.0,0.0,172.0
135,2023-01-19,Books,Science Book,East,17,4,68,52,0.0,0.0,68.0
136,2023-01-19,Clothing,Jacket,West,59,4,236,50,0.05,11.8,224.2
137,2023-01-19,Home,Lamp,South,162,5,810,58,0.0,0.0,810.0
138,2023-01-19,Electronics,Laptop,East,495,3,1485,45,0.0,0.0,1485.0
139,2023-01-19,Home,Coffee Maker,West,201,5,1005,62,0.0,0.0,1005.0
140,2023-01-19,Electronics,Smart Watch,South,583,3,1749,30,0.0,0.0,1749.0
141,2023-01-19,Home,Lamp,Central,101,2,202,51,0.0,0.0,202.0
142,2023-01-19,Home,Vacuum,West,344,1,344,69,0.1,34.4,309.6
143,2023-01-19,Home,Coffee Maker,South,171,3,513,54,0.0,0.0,513.0
144,2023-01-19,Books,Tech Manual,South,43,1,43,36,0.1,4.3,38.7
145,2023-01-19,Clothing,Hat,Central,58,5,290,54,0.0,0.0,290.0
146,2023-01-19,Books,Fiction Novel,Central,11,2,22,22,0.0,0.0,22.0
147,2023-01-19,Electronics,Headphones,North,387,3,1161,39,0.0,0.0,1161.0
148,2023-01-19,Electronics,Smart Watch,South,1608,3,4824,23,0.0,0.0,4824.0
149,2023-01-20,Clothing,Hat,West,61,4,244,43,0.05,12.200000000000001,231.8
150,2023-01-20,Home,Bookshelf,West,242,4,968,40,0.0,0.0,968.0
151,2023-01-20,Home,Coffee Maker,West,142,1,142,33,0.0,0.0,142.0
152,2023-01-20,Home,Desk Chair,Central,493,1,493,38,0.0,0.0,493.0
153,2023-01-20,Electronics,Smartphone,West,1543,3,4629,33,0.1,462.90000000000003,4166.1
154,2023-01-20,Home,Vacuum,West,388,2,776,54,0.0,0.0,776.0
155,2023-01-20,Electronics,Laptop,Central,516,3,1548,34,0.0,0.0,1548.0
156,2023-01-20,Electronics,Smart Watch,North,269,2,538,62,0.05,26.900000000000002,511.1
157,2023-01-20,Home,Desk Chair,East,392,1,392,43,0.0,0.0,392.0
158,2023-01-20,Books,Tech Manual,North,38,3,114,68,0.0,0.0,114.0
159,2023-01-20,Electronics,Smart Watch,East,568,4,2272,52,0.2,454.40000000000003,1817.6
160,2023-01-20,Home,Desk Chair,West,340,2,680,62,0.0,0.0,680.0
161,2023-01-20,Books,Biography,West,42,1,42,22,0.0,0.0,42.0
162,2023-01-20,Books,Fiction Novel,Central,17,4,68,47,0.0,0.0,68.0
163,2023-01-21,Electronics,Headphones,West,1270,4,5080,60,0.15,762.0,4318.0
164,2023-01-21,Books,Cookbook,East,21,5,105,65,0.0,0.0,105.0
165,2023-01-21,Home,Coffee Maker,North,63,3,189,50,0.0,0.0,189.0
166,2023-01-21,Clothing,Sneakers,East,97,2,194,35,0.0,0.0,194.0
167,2023-01-22,Books,Cookbook,North,29,4,116,25,0.0,0.0,116.0
168,2023-01-22,Books,Fiction Novel,Central,50,3,150,63,0.0,0.0,150.0
169,2023-01-22,Books,Science Book,North,39,5,195,60,0.0,0.0,195.0
170,2023-01-22,Electronics,Headphones,Central,1063,1,1063,62,0.0,0.0,1063.0
171,2023-01-22,Clothing,T-Shirt,East,73,2,146,52,0.2,29.200000000000003,116.8
172,2023-01-22,Books,Cookbook,East,31,1,31,68,0.0,0.0,31.0
173,2023-01-23,Clothing,Sneakers,East,72,1,72,64,0.2,14.4,57.6
174,2023-01-23,Electronics,Smart Watch,Central,356,1,356,50,0.0,0.0,356.0
175,2023-01-23,Clothing,Sneakers,East,20,1,20,59,0.0,0.0,20.0
176,2023-01-23,Electronics,Laptop,East,467,5,2335,21,0.0,0.0,2335.0
177,2023-01-23,Clothing,Jacket,Central,168,4,672,44,0.15,100.8,571.2
178,2023-01-23,Electronics,Tablet,North,870,4,3480,49,0.2,696.0,2784.0
179,2023-01-23,Electronics,Smartphone,North,990,2,1980,25,0.0,0.0,1980.0
180,2023-01-23,Clothing,Jacket,West,26,2,52,31,0.05,2.6,49.4
181,2023-01-23,Home,Lamp,East,405,3,1215,38,0.0,0.0,1215.0
182,2023-01-23,Books,Tech Manual,North,15,5,75,41,0.15,11.25,63.75
183,2023-01-24,Books,Science Book,South,30,5,150,59,0.2,30.0,120.0
184,2023-01-25,Clothing,Sneakers,South,59,4,236,54,0.0,0.0,236.0
185,2023-01-25,Electronics,Tablet,East,395,5,1975,29,0.0,0.0,1975.0
186,2023-01-25,Home,Coffee Maker,Central,453,1,453,45,0.0,0.0,453.0
187,2023-01-25,Home,Desk Chair,South,199,2,398,39,0.0,0.0,398.0
188,2023-01-25,Electronics,Smartphone,North,1014,2,2028,32,0.0,0.0,2028.0
189,2023-01-25,Books,Fiction Novel,West,10,1,10,24,0.0,0.0,10.0
190,2023-01-25,Clothing,Jacket,South,115,3,345,36,0.0,0.0,345.0
191,2023-01-25,Clothing,Jeans,East,130,3,390,27,0.0,0.0,390.0
192,2023-01-26,Home,Coffee Maker,North,333,4,1332,45,0.0,0.0,1332.0
193,2023-01-26,Books,Cookbook,Central,32,3,96,25,0.0,0.0,96.0
194,2023-01-26,Clothing,T-Shirt,North,138,4,552,58,0.0,0.0,552.0
195,2023-01-26,Books,Biography,West,33,5,165,29,0.0,0.0,165.0
196,2023-01-26,Books,Tech Manual,Central,30,4,120,40,0.0,0.0,120.0
197,2023-01-26,Electronics,Laptop,Central,1162,3,3486,28,0.0,0.0,3486.0
198,2023-01-27,Home,Coffee Maker,South,107,5,535,40,0.0,0.0,535.0
199,2023-01-27,Home,Bookshelf,South,416,1,416,18,0.0,0.0,416.0
200,2023-01-27,Books,Fiction Novel,North,35,4,140,50,0.0,0.0,140.0
201,2023-01-27,Home,Desk Chair,North,260,3,780,58,0.0,0.0,780.0
202,2023-01-27,Electronics,Smartphone,North,786,4,3144,65,0.0,0.0,3144.0
203,2023-01-27,Clothing,Jeans,North,76,4,304,27,0.0,0.0,304.0
204,2023-01-27,Books,Tech Manual,South,45,1,45,35,0.0,0.0,45.0
205,2023-01-28,Clothing,Sneakers,Central,178,2,356,46,0.0,0.0,356.0
206,2023-01-28,Clothing,Sneakers,North,107,4,428,49,0.0,0.0,428.0
207,2023-01-28,Clothing,Sneakers,East,86,1,86,41,0.05,4.3,81.7
208,2023-01-28,Home,Vacuum,Central,406,5,2030,21,0.0,0.0,2030.0
209,2023-01-28,Clothing,T-Shirt,West,53,3,159,52,0.1,15.9,143.1
210,2023-01-28,Clothing,T-Shirt,Central,142,2,284,26,0.0,0.0,284.0
211,2023-01-28,Home,Lamp,West,227,3,681,66,0.0,0.0,681.0
212,2023-01-28,Home,Desk Chair,North,198,1,198,70,0.0,0.0,198.0
213,2023-01-28,Clothing,T-Shirt,East,200,4,800,20,0.15,120.0,680.0
214,2023-01-29,Books,Biography,North,18,3,54,66,0.0,0.0,54.0
215,2023-01-29,Electronics,Laptop,South,599,5,2995,33,0.0,0.0,2995.0
216,2023-01-29,Books,Tech Manual,West,39,2,78,55,0.0,0.0,78.0
217,2023-01-29,Clothing,T-Shirt,North,90,2,180,31,0.0,0.0,180.0
218,2023-01-29,Electronics,Smart Watch,North,284,2,568,49,0.0,0.0,568.0
219,2023-01-29,Clothing,Sneakers,Central,112,5,560,52,0.0,0.0,560.0
220,2023-01-29,Books,Science Book,East,40,3,120,48,0.1,12.0,108.0
221,2023-01-29,Home,Vacuum,South,170,1,170,25,0.0,0.0,170.0
222,2023-01-29,Books,Biography,Central,50,2,100,45,0.2,20.0,80.0
223,2023-01-29,Books,Science Book,Central,40,5,200,27,0.0,0.0,200.0
224,2023-01-29,Clothing,Sneakers,Central,134,3,402,41,0.05,20.1,381.9
225,2023-01-29,Books,Fiction Novel,Central,21,3,63,47,0.0,0.0,63.0
226,2023-01-29,Electronics,Laptop,West,1064,3,3192,44,0.0,0.0,3192.0
227,2023-01-29,Home,Desk Chair,North,451,5,2255,40,0.0,0.0,2255.0
228,2023-01-30,Electronics,Laptop,South,325,1,325,38,0.15,48.75,276.25
229,2023-01-30,Electronics,Headphones,East,758,1,758,64,0.0,0.0,758.0
230,2023-01-30,Home,Bookshelf,West,94,5,470,48,0.0,0.0,470.0
231,2023-01-30,Electronics,Smart Watch,Central,745,1,745,38,0.15,111.75,633.25
232,2023-01-30,Clothing,T-Shirt,South,163,2,326,25,0.0,0.0,326.0
233,2023-01-30,Home,Lamp,West,402,5,2010,39,0.0,0.0,2010.0
234,2023-01-30,Clothing,Hat,Central,140,1,140,27,0.0,0.0,140.0
235,2023-01-31,Clothing,Jeans,West,87,3,261,70,0.0,0.0,261.0
236,2023-01-31,Clothing,Jeans,South,179,5,895,61,0.0,0.0,895.0
237,2023-01-31,Books,Tech Manual,North,49,5,245,29,0.0,0.0,245.0
238,2023-01-31,Books,Cookbook,Central,21,4,84,33,0.1,8.4,75.6
239,2023-02-01,Home,Bookshelf,South,430,2,860,58,0.0,0.0,860.0
240,2023-02-01,Home,Lamp,West,451,3,1353,66,0.2,270.6,1082.4
241,2023-02-01,Clothing,Sneakers,South,81,2,162,49,0.0,0.0,162.0
242,2023-02-01,Home,Desk Chair,North,213,3,639,38,0.0,0.0,639.0
243,2023-02-01,Clothing,Sneakers,East,140,1,140,42,0.0,0.0,140.0
244,2023-02-01,Home,Desk Chair,East,343,3,1029,36,0.0,0.0,1029.0
245,2023-02-01,Electronics,Smart Watch,North,319,1,319,69,0.0,0.0,319.0
246,2023-02-01,Clothing,Sneakers,North,195,3,585,51,0.0,0.0,585.0
247,2023-02-01,Home,Lamp,South,474,4,1896,70,0.0,0.0,1896.0
248,2023-02-02,Books,Fiction Novel,North,45,1,45,49,0.0,0.0,45.0
249,2023-02-02,Electronics,Smart Watch,Central,1495,1,1495,46,0.1,149.5,1345.5
250,2023-02-02,Clothing,Jeans,West,164,5,820,49,0.0,0.0,820.0
251,2023-02-02,Books,Tech Manual,Central,47,4,188,36,0.0,0.0,188.0
252,2023-02-02,Clothing,Jacket,Central,185,3,555,53,0.0,0.0,555.0
253,2023-02-02,Home,Vacuum,West,169,4,676,68,0.0,0.0,676.0
254,2023-02-02,Home,Lamp,North,481,4,1924,49,0.0,0.0,1924.0
255,2023-02-02,Books,Cookbook,East,14,4,56,32,0.0,0.0,56.0
256,2023-02-02,Electronics,Tablet,North,1877,3,5631,61,0.0,0.0,5631.0
257,2023-02-02,Home,Coffee Maker,North,184,1,184,64,0.2,36.800000000000004,147.2
258,2023-02-02,Books,Cookbook,Central,42,4,168,21,0.0,0.0,168.0
259,2023-02-03,Clothing,T-Shirt,East,95,4,380,37,0.0,0.0,380.0
260,2023-02-03,Electronics,Tablet,North,1765,5,8825,54,0.0,0.0,8825.0
261,2023-02-03,Home,Coffee Maker,West,51,3,153,47,0.0,0.0,153.0
262,2023-02-03,Home,Vacuum,South,58,4,232,30,0.0,0.0,232.0
263,2023-02-03,Home,Lamp,South,304,2,608,29,0.0,0.0,608.0
264,2023-02-03,Electronics,Smart Watch,West,1036,5,5180,28,0.0,0.0,5180.0
265,2023-02-03,Electronics,Laptop,North,682,1,682,26,0.0,0.0,682.0
266,2023-02-03,Books,Cookbook,East,41,5,205,31,0.0,0.0,205.0
267,2023-02-03,Home,Bookshelf,North,382,1,382,62,0.05,19.1,362.9
268,2023-02-03,Clothing,T-Shirt,Central,24,1,24,39,0.0,0.0,24.0
269,2023-02-03,Home,Lamp,West,142,5,710,52,0.0,0.0,710.0
270,2023-02-03,Clothing,Jeans,East,198,3,594,33,0.0,0.0,594.0
271,2023-02-03,Clothing,Sneakers,South,97,5,485,21,0.0,0.0,485.0
272,2023-02-03,Home,Coffee Maker,South,165,5,825,68,0.0,0.0,825.0
273,2023-02-04,Books,Cookbook,East,35,3,105,21,0.0,0.0,105.0
274,2023-02-04,Electronics,Tablet,Central,573,2,1146,60,0.0,0.0,1146.0
275,2023-02-04,Books,Tech Manual,North,48,1,48,39,0.0,0.0,48.0
276,2023-02-04,Clothing,Jacket,Central,159,1,159,61,0.0,0.0,159.0
277,2023-02-04,Clothing,Sneakers,East,33,5,165,40,0.0,0.0,165.0
278,2023-02-04,Books,Fiction Novel,East,22,5,110,61,0.0,0.0,110.0
279,2023-02-04,Clothing,Jeans,North,87,2,174,19,0.0,0.0,174.0
280,2023-02-04,Home,Lamp,Central,215,5,1075,66,0.0,0.0,1075.0
281,2023-02-04,Clothing,Jeans,East,127,1,127,67,0.05,6.3500000000000005,120.65
282,2023-02-04,Home,Coffee Maker,East,478,4,1912,36,0.15,286.8,1625.2
283,2023-02-04,Clothing,T-Shirt,North,152,4,608,54,0.0,0.0,608.0
284,2023-02-04,Electronics,Headphones,East,743,1,743,69,0.0,0.0,743.0
285,2023-02-04,Books,Science Book,North,37,1,37,19,0.0,0.0,37.0
286,2023-02-05,Books,Biography,East,20,2,40,64,0.0,0.0,40.0
287,2023-02-05,Home,Coffee Maker,Central,107,5,535,18,0.15,80.25,454.75
288,2023-02-05,Home,Lamp,West,404,2,808,63,0.0,0.0,808.0
289,2023-02-05,Books,Fiction Novel,West,30,3,90,65,0.0,0.0,90.0
290,2023-02-05,Books,Biography,South,50,1,50,35,0.0,0.0,50.0
291,2023-02-05,Electronics,Smartphone,North,354,3,1062,33,0.0,0.0,1062.0
292,2023-02-05,Home,Lamp,West,375,3,1125,44,0.0,0.0,1125.0
293,2023-02-05,Home,Bookshelf,North,135,2,270,33,0.0,0.0,270.0
294,2023-02-05,Electronics,Tablet,East,1741,4,6964,46,0.05,348.20000000000005,6615.8
295,2023-02-05,Clothing,Jacket,Central,139,2,278,40,0.0,0.0,278.0
296,2023-02-06,Electronics,Headphones,West,594,5,2970,28,0.0,0.0,2970.0
297,2023-02-06,Books,Biography,North,18,1,18,56,0.0,0.0,18.0
298,2023-02-06,Electronics,Tablet,North,1624,5,8120,65,0.0,0.0,8120.0
299,2023-02-06,Books,Science Book,Central,21,5,105,53,0.2,21.0,84.0
300,2023-02-06,Electronics,Smart Watch,Central,365,1,365,50,0.0,0.0,365.0
301,2023-02-06,Electronics,Laptop,South,1670,3,5010,34,0.0,0.0,5010.0
302,2023-02-06,Electronics,Smartphone,Central,1163,3,3489,18,0.1,348.90000000000003,3140.1
303,2023-02-06,Books,Tech Manual,West,28,3,84,28,0.0,0.0,84.0
304,2023-02-06,Home,Coffee Maker,North,226,1,226,29,0.0,0.0,226.0
305,2023-02-06,Books,Science Book,West,13,5,65,40,0.05,3.25,61.75
306,2023-02-07,Clothing,Sneakers,East,43,2,86,22,0.0,0.0,86.0
307,2023-02-07,Electronics,Tablet,West,977,1,977,39,0.0,0.0,977.0
308,2023-02-07,Electronics,Tablet,Central,1244,3,3732,51,0.0,0.0,3732.0
309,2023-02-07,Books,Tech Manual,Central,47,3,141,57,0.0,0.0,141.0
310,2023-02-07,Clothing,Jacket,North,104,1,104,61,0.15,15.6,88.4
311,2023-02-07,Clothing,Jacket,North,186,4,744,66,0.0,0.0,744.0
312,2023-02-07,Home,Coffee Maker,East,248,1,248,61,0.2,49.6,198.4
313,2023-02-07,Home,Bookshelf,East,293,3,879,27,0.15,131.85,747.15
314,2023-02-07,Clothing,Sneakers,North,127,1,127,18,0.15,19.05,107.95
315,2023-02-07,Clothing,T-Shirt,West,160,3,480,48,0.1,48.0,432.0
316,2023-02-07,Home,Bookshelf,South,354,2,708,70,0.2,141.6,566.4
317,2023-02-07,Clothing,T-Shirt,West,198,3,594,37,0.0,0.0,594.0
318,2023-02-08,Electronics,Smartphone,East,1635,3,4905,27,0.15,735.75,4169.25
319,2023-02-08,Books,Cookbook,Central,27,4,108,56,0.0,0.0,108.0
320,2023-02-08,Books,Science Book,Central,40,3,120,20,0.0,0.0,120.0
321,2023-02-08,Electronics,Smartphone,South,255,2,510,47,0.0,0.0,510.0
322,2023-02-08,Electronics,Smartphone,Central,579,4,2316,27,0.0,0.0,2316.0
323,2023-02-08,Books,Biography,East,33,3,99,48,0.0,0.0,99.0
324,2023-02-08,Books,Fiction Novel,Central,10,1,10,45,0.0,0.0,10.0
325,2023-02-08,Home,Vacuum,South,250,1,250,19,0.05,12.5,237.5
326,2023-02-08,Books,Science Book,West,41,1,41,63,0.0,0.0,41.0
327,2023-02-08,Clothing,Sneakers,Central,39,2,78,37,0.15,11.7,66.3
328,2023-02-08,Books,Biography,West,23,5,115,56,0.0,0.0,115.0
329,2023-02-08,Home,Desk Chair,North,120,5,600,42,0.2,120.0,480.0
